Time, TargetPitch, SensorPitch, TargetRoll, SensorRoll, VelM1, VelM2, VelM3
14.8872,0.1700, -0.0059,0.1700, -0.0148,0.4434, 0.0639, 0.0639
30.8915,0.1700, -0.0058,0.1700, -0.0147,1.8815, 0.4634, -1.5739
50.8847,0.1700, -0.0056,0.1700, -0.0138,4.0187, 1.2424, -5.6486
70.8786,0.1700, -0.0044,0.1700, -0.0119,4.1585, 1.7018, -6.1479
90.8788,0.1700, -0.0011,0.1700, -0.0079,3.7191, 1.7018, -5.2890
110.8779,0.1700, 0.0051,0.1700, -0.0003,3.5593, 2.0213, -3.9308
130.8775,0.1700, 0.0164,0.1700, 0.0110,3.1399, 1.8615, -4.0507
150.8761,0.1700, 0.0318,0.1700, 0.0252,2.7604, 1.7417, -4.3103
171.8750,0.1700, 0.0462,0.1700, 0.0411,2.1412, 0.9627, -4.1905
191.8747,0.1700, 0.0560,0.1700, 0.0555,2.5407, 0.4234, -3.8110
211.8733,0.1700, 0.0613,0.1700, 0.0652,2.7004, 0.1638, -3.2917
231.8727,0.1700, 0.0649,0.1700, 0.0688,2.6006, 0.2637, -3.2517
251.8721,0.1700, 0.0695,0.1700, 0.0668,2.6605, 1.7417, -3.0520
271.8714,0.1700, 0.0749,0.1700, 0.0639,2.3209, 1.6019, -3.4115
291.8708,0.1700, 0.0803,0.1700, 0.0637,2.3010, 1.1824, -3.0520
311.8708,0.1700, 0.0854,0.1700, 0.0681,2.3010, 1.9414, -3.3716
331.8695,0.1700, 0.0904,0.1700, 0.0776,2.4608, 1.3023, -3.0520
351.8703,0.1700, 0.0963,0.1700, 0.0894,2.0213, 0.7630, -3.0919
371.8669,0.1700, 0.1033,0.1700, 0.0997,1.8016, 0.1838, -2.8123
391.8659,0.1700, 0.1106,0.1700, 0.1065,1.4621, 0.1238, -2.4927
411.8657,0.1700, 0.1162,0.1700, 0.1097,1.3622, 0.7830, -2.2730
431.8656,0.1700, 0.1188,0.1700, 0.1105,1.2224, 1.0227, -2.0533
451.8666,0.1700, 0.1197,0.1700, 0.1104,1.7217, 0.0439, -2.5327
471.8657,0.1700, 0.1212,0.1700, 0.1109,2.2011, 1.6618, -2.3929
491.8659,0.1700, 0.1234,0.1700, 0.1145,1.7417, 1.6618, -2.2131
511.8623,0.1700, 0.1275,0.1700, 0.1203,1.4421, 1.9814, -1.7737
531.8612,0.1700, 0.1339,0.1700, 0.1266,1.4022, 0.8629, -2.0333
551.8616,0.1700, 0.1395,0.1700, 0.1336,1.0826, 0.3435, -2.4927
572.8614,0.1700, 0.1421,0.1700, 0.1398,1.2424, 0.0839, -1.5939
592.8606,0.1700, 0.1436,0.1700, 0.1437,1.2623, -0.0959, -1.5140
612.8600,0.1700, 0.1464,0.1700, 0.1439,1.4221, 0.0639, -1.8536
632.8596,0.1700, 0.1496,0.1700, 0.1417,1.0826, 0.7710, -2.0533
652.8591,0.1700, 0.1521,0.1700, 0.1405,1.1625, 1.8615, -1.9534
672.8622,0.1700, 0.1544,0.1700, 0.1425,1.3223, 1.4820, -1.3143
692.8586,0.1700, 0.1568,0.1700, 0.1468,1.0227, 1.1824, -1.7137
712.8558,0.1700, 0.1589,0.1700, 0.1526,1.3422, 0.3036, -1.4341
732.8554,0.1700, 0.1611,0.1700, 0.1586,0.9028, 0.0240, -1.3143
752.8547,0.1700, 0.1636,0.1700, 0.1625,1.0027, 0.0639, -1.3542
772.8558,0.1700, 0.1666,0.1700, 0.1634,0.8828, 0.0639, -1.1345
792.8539,0.1700, 0.1690,0.1700, 0.1627,0.3036, 0.8229, -0.9747
812.8552,0.1700, 0.1692,0.1700, 0.1622,0.7830, 0.9627, -1.6338
832.8702,0.1700, 0.1695,0.1700, 0.1628,1.0227, 0.7830, -1.1545
852.8700,0.1700, 0.1705,0.1700, 0.1648,0.8828, 0.5433, -0.9348
872.8520,0.1700, 0.1718,0.1700, 0.1684,1.1025, 0.3755, -0.6551
892.8530,0.1700, 0.1740,0.1700, 0.1723,-0.0360, 0.1039, -1.4541
912.8503,0.1700, 0.1762,0.1700, 0.1748,0.7630, 0.0639, -0.9348
933.8475,0.1700, 0.1778,0.1700, 0.1754,0.6032, 0.0639, -0.5553
953.8473,0.1700, 0.1781,0.1700, 0.1748,0.4434, 1.0027, -0.3156
973.8474,0.1700, 0.1771,0.1700, 0.1740,0.8029, 0.3435, -0.8149
993.8453,0.1700, 0.1770,0.1700, 0.1740,0.9827, 0.8828, -1.1345
1013.8445,0.1700, 0.1787,0.1700, 0.1759,0.3635, 1.2424, -1.0346
1033.8427,0.1700, 0.1807,0.1700, 0.1793,0.9028, 0.8229, -0.9148
1053.8430,0.1700, 0.1828,0.1700, 0.1831,0.2437, 0.0439, -0.3755
1073.8429,0.1700, 0.1843,0.1700, 0.1862,0.2237, 0.0639, -0.5153
1093.8422,0.1700, 0.1845,0.1700, 0.1881,0.5832, 0.0639, -0.5952
1113.8411,0.1700, 0.1853,0.1700, 0.1886,0.2637, 0.0639, -0.5752
1133.8409,0.1700, 0.1862,0.1700, 0.1875,0.2437, 0.0439, -0.3755
1153.8408,0.1700, 0.1865,0.1700, 0.1862,0.4634, 0.0439, -0.3555
1173.8396,0.1700, 0.1869,0.1700, 0.1864,0.2836, 0.0439, -0.5952
1193.8351,0.1700, 0.1874,0.1700, 0.1877,0.6232, 0.0639, -0.4155
1213.8384,0.1700, 0.1881,0.1700, 0.1887,0.0240, 0.0639, -0.5952
1233.8370,0.1700, 0.1891,0.1700, 0.1888,0.0839, 0.0639, -0.2756
1253.8367,0.1700, 0.1899,0.1700, 0.1883,0.1238, 0.0639, -0.1758
1273.8392,0.1700, 0.1899,0.1700, 0.1879,0.1238, 0.3755, -0.4554
1294.8351,0.1700, 0.1892,0.1700, 0.1882,0.3036, 1.0227, -0.2756
1313.8336,0.1700, 0.1890,0.1700, 0.1889,0.9028, 0.4234, -0.6951
1334.8336,0.1700, 0.1895,0.1700, 0.1895,0.2437, 0.5633, -0.4953
1354.8344,0.1700, 0.1904,0.1700, 0.1910,0.1039, 0.0240, -0.4155
1374.8303,0.1700, 0.1919,0.1700, 0.1936,0.0639, 0.1438, -0.2157
1394.8300,0.1700, 0.1932,0.1700, 0.1959,0.1039, 0.2836, -0.1758
1414.8306,0.1700, 0.1934,0.1700, 0.1966,0.0639, 0.1638, 0.0040
1434.8325,0.1700, 0.1924,0.1700, 0.1955,0.0639, 0.0639, -0.4953
1454.8300,0.1700, 0.1913,0.1700, 0.1938,0.0639, 0.1039, -0.0759
1474.8295,0.1700, 0.1909,0.1700, 0.1932,0.0839, 0.6432, -0.1158
1494.8289,0.1700, 0.1913,0.1700, 0.1941,1.1824, 0.1238, -0.2557
1514.8282,0.1700, 0.1918,0.1700, 0.1956,0.4234, -0.0759, -0.1358
1534.8258,0.1700, 0.1917,0.1700, 0.1969,0.1238, 0.0639, -0.0759
1554.8263,0.1700, 0.1923,0.1700, 0.1977,0.0639, 0.0639, 0.0040
1574.8243,0.1700, 0.1941,0.1700, 0.1978,0.0639, 0.0639, 0.0240
1594.8215,0.1700, 0.1950,0.1700, 0.1976,0.0639, 0.0639, 0.0639
1614.8240,0.1700, 0.1939,0.1700, 0.1974,0.0639, 0.0639, 0.1438
1634.8207,0.1700, 0.1924,0.1700, 0.1971,0.0439, 0.0439, 0.0639
1655.8223,0.1700, 0.1923,0.1700, 0.1968,0.0639, 0.0439, 0.0439
1675.8191,0.1700, 0.1933,0.1700, 0.1966,0.0639, 0.0439, 0.0040
1695.8201,0.1700, 0.1940,0.1700, 0.1970,0.0439, 0.0240, -0.1957
1715.8204,0.1700, 0.1934,0.1700, 0.1974,0.0439, 0.0240, 0.1238
1735.8182,0.1700, 0.1924,0.1700, 0.1974,0.0240, 0.1438, 0.0439
1755.8170,0.1700, 0.1922,0.1700, 0.1968,-0.1758, 0.0240, 0.0439
1775.8163,0.1700, 0.1927,0.1700, 0.1960,0.0040, 0.1438, 0.0439
1795.8153,0.1700, 0.1929,0.1700, 0.1959,0.0240, 0.0240, 0.0839
1815.8179,0.1700, 0.1924,0.1700, 0.1962,-0.0759, 0.0439, 0.2637
1835.8152,0.1700, 0.1919,0.1700, 0.1962,0.1039, 0.0639, 0.2836
1855.8149,0.1700, 0.1918,0.1700, 0.1957,0.0439, 0.0639, 0.2637
1875.8135,0.1700, 0.1918,0.1700, 0.1951,0.0639, 0.0639, -0.0559
1895.8126,0.1700, 0.1915,0.1700, 0.1949,0.0639, 0.0639, 0.0639
1915.8091,0.1700, 0.1910,0.1700, 0.1952,0.0639, 0.0439, -0.3555
1935.8057,0.1700, 0.1910,0.1700, 0.1954,0.0639, 0.0439, 0.1438
1955.8130,0.1700, 0.1914,0.1700, 0.1954,0.0639, -0.0160, 0.2237
1975.8123,0.1700, 0.1917,0.1700, 0.1953,0.0639, -0.0360, 0.0639
1995.8102,0.1700, 0.1914,0.1700, 0.1951,0.0639, 0.1238, 0.0839
2016.8097,0.1700, 0.1910,0.1700, 0.1949,0.0639, 0.0439, 0.2836
2036.8085,0.1700, 0.1911,0.1700, 0.1946,0.0639, 0.0639, 0.1438
2056.8071,0.1700, 0.1914,0.1700, 0.1943,0.0439, 0.0639, 0.1438
2076.8079,0.1700, 0.1915,0.1700, 0.1944,0.0439, 0.0639, 0.3435
2096.8062,0.1700, 0.1911,0.1700, 0.1946,0.0240, 0.0439, -0.0360
2116.8059,0.1700, 0.1909,0.1700, 0.1947,-0.1558, 0.1638, 0.0839
2136.8042,0.1700, 0.1910,0.1700, 0.1945,-0.0759, -0.1758, -0.0160
2156.8020,0.1700, 0.1911,0.1700, 0.1940,-0.2157, -0.1957, 0.4234
2176.8022,0.1700, 0.1908,0.1700, 0.1935,-0.0959, -0.0559, 0.2437
2196.8027,0.1700, 0.1904,0.1700, 0.1932,-0.0360, -0.0360, 0.1438
2216.8015,0.1700, 0.1898,0.1700, 0.1928,0.0439, 0.0439, 0.2637
2236.8018,0.1700, 0.1893,0.1700, 0.1921,0.0639, 0.0439, 0.1638
2256.8015,0.1700, 0.1892,0.1700, 0.1915,0.0439, 0.0639, 0.2637
2276.8013,0.1700, 0.1895,0.1700, 0.1916,0.0439, 0.0639, 0.0639
2296.8003,0.1700, 0.1898,0.1700, 0.1922,0.0439, 0.0439, 0.0639
2316.7991,0.1700, 0.1899,0.1700, 0.1927,-0.2157, -0.1558, 0.0839
2336.7996,0.1700, 0.1897,0.1700, 0.1925,-0.2357, -0.0559, 0.1638
2356.7979,0.1700, 0.1894,0.1700, 0.1919,-0.2756, 0.0639, 0.2637
2377.7961,0.1700, 0.1891,0.1700, 0.1915,-0.0160, -0.0160, 0.1838
2397.7957,0.1700, 0.1885,0.1700, 0.1912,0.0439, 0.0439, 0.1438
2417.7957,0.1700, 0.1877,0.1700, 0.1909,0.0439, -0.1758, 0.0439
2437.7939,0.1700, 0.1873,0.1700, 0.1904,0.0439, 0.1238, 0.0439
2457.7932,0.1700, 0.1878,0.1700, 0.1903,0.0439, -0.0160, 0.2836
2477.7937,0.1700, 0.1884,0.1700, 0.1904,-0.1758, 0.0439, 0.0839
2497.7937,0.1700, 0.1884,0.1700, 0.1904,-0.1158, 0.0639, 0.1238
2517.7922,0.1700, 0.1879,0.1700, 0.1901,-0.2357, 0.0439, 0.2437
2537.7913,0.1700, 0.1873,0.1700, 0.1896,0.0040, 0.0240, -0.0360
2557.7905,0.1700, 0.1865,0.1700, 0.1891,0.0439, -0.0360, 0.3635
2577.7891,0.1700, 0.1858,0.1700, 0.1888,0.0639, 0.0240, 0.3435
2597.7896,0.1700, 0.1857,0.1700, 0.1886,0.0639, -0.0759, -0.0360
2617.7878,0.1700, 0.1863,0.1700, 0.1884,0.0439, -0.1358, 0.1438
2637.7869,0.1700, 0.1866,0.1700, 0.1884,-0.0759, 0.0439, 0.0639
2657.7869,0.1700, 0.1863,0.1700, 0.1884,-0.2956, 0.0439, 0.2637
2677.7856,0.1700, 0.1857,0.1700, 0.1877,-0.1758, 0.0639, 0.0439
2697.7864,0.1700, 0.1853,0.1700, 0.1871,0.0040, 0.0639, 0.3835
2717.7842,0.1700, 0.1847,0.1700, 0.1869,0.0439, 0.0439, 0.3835
2738.7825,0.1700, 0.1840,0.1700, 0.1869,0.0639, 0.0439, 0.1238
2758.7854,0.1700, 0.1840,0.1700, 0.1870,0.0439, -0.1957, 0.2437
2778.7825,0.1700, 0.1847,0.1700, 0.1869,0.0040, -0.2956, 0.0639
2798.7810,0.1700, 0.1850,0.1700, 0.1868,-0.4754, 0.1438, -0.0160
2818.7820,0.1700, 0.1844,0.1700, 0.1865,0.0439, -0.1158, -0.0160
2838.7798,0.1700, 0.1839,0.1700, 0.1859,0.0240, 0.0439, 0.2836
2858.7812,0.1700, 0.1831,0.1700, 0.1849,0.0439, 0.0439, 0.3635
2878.7798,0.1700, 0.1821,0.1700, 0.1839,0.0639, 0.0639, 0.0040
2898.7769,0.1700, 0.1818,0.1700, 0.1837,0.0639, 0.0639, 0.0439
2918.7766,0.1700, 0.1824,0.1700, 0.1842,0.0639, 0.0639, 0.1039
2938.7766,0.1700, 0.1831,0.1700, 0.1850,0.0639, 0.0639, 0.2437
2958.7764,0.1700, 0.1832,0.1700, 0.1854,0.0439, 0.0439, 0.1238
2978.7764,0.1700, 0.1826,0.1700, 0.1850,-0.1558, -0.2557, 0.1039
2998.7739,0.1700, 0.1820,0.1700, 0.1841,-0.2956, 0.0639, 0.3835
3018.7744,0.1700, 0.1817,0.1700, 0.1833,0.1438, 0.0040, -0.0160
3038.7742,0.1700, 0.1819,0.1700, 0.1833,0.1838, 0.0439, 0.1838
3058.7722,0.1700, 0.1816,0.1700, 0.1831,-0.1158, 0.0040, 0.0040
3078.7734,0.1700, 0.1804,0.1700, 0.1827,0.0240, -0.0160, 0.1838
3098.7732,0.1700, 0.1797,0.1700, 0.1821,0.0040, 0.0240, 0.1438
3119.7710,0.1700, 0.1801,0.1700, 0.1818,-0.1957, -0.0559, 0.3835
3139.7703,0.1700, 0.1808,0.1700, 0.1819,-0.0959, 0.0040, 0.2836
3159.7683,0.1700, 0.1808,0.1700, 0.1823,-0.0160, 0.0439, 0.3236
3179.7664,0.1700, 0.1802,0.1700, 0.1823,0.0439, 0.0639, 0.1638
3199.7681,0.1700, 0.1796,0.1700, 0.1816,0.0639, 0.0439, 0.1838
3219.7671,0.1700, 0.1794,0.1700, 0.1809,0.0639, 0.0439, 0.1438
3239.7651,0.1700, 0.1797,0.1700, 0.1808,0.0439, -0.0360, 0.2037
3259.7644,0.1700, 0.1801,0.1700, 0.1813,0.0240, -0.1558, 0.3435
3279.7644,0.1700, 0.1801,0.1700, 0.1818,-0.3555, 0.0639, 0.2037
3299.7642,0.1700, 0.1798,0.1700, 0.1817,0.0240, 0.0439, 0.0639
3319.7632,0.1700, 0.1797,0.1700, 0.1807,0.0439, 0.0639, 0.1838
3339.7615,0.1700, 0.1789,0.1700, 0.1793,0.0639, 0.0639, -0.0360
3359.7808,0.1700, 0.1776,0.1700, 0.1786,0.0639, 0.0639, 0.3835
3379.7607,0.1700, 0.1774,0.1700, 0.1789,0.0639, 0.0639, 0.0839
3399.7605,0.1700, 0.1784,0.1700, 0.1798,0.0639, 0.0639, 0.0439
3419.7576,0.1700, 0.1795,0.1700, 0.1804,0.0639, 0.0639, 0.0639
3439.7612,0.1700, 0.1795,0.1700, 0.1804,0.0639, 0.0639, 0.0439
3460.7583,0.1700, 0.1785,0.1700, 0.1798,0.0639, 0.0439, 0.1039
3480.7590,0.1700, 0.1778,0.1700, 0.1790,0.0040, 0.0439, 0.2037
3500.7578,0.1700, 0.1782,0.1700, 0.1787,-0.3156, 0.0439, 0.4234
3520.7588,0.1700, 0.1789,0.1700, 0.1792,0.0240, -0.6112, 0.0040
3540.7568,0.1700, 0.1792,0.1700, 0.1799,-0.1158, -0.1957, 0.1838
3560.7539,0.1700, 0.1785,0.1700, 0.1802,0.0839, 0.1838, 0.0839
3580.7512,0.1700, 0.1776,0.1700, 0.1793,0.1838, 0.0439, 0.0240
3600.7532,0.1700, 0.1772,0.1700, 0.1771,0.0439, 0.0639, 0.1638
3620.7534,0.1700, 0.1768,0.1700, 0.1756,0.0639, 0.0639, -0.0959
3640.7532,0.1700, 0.1765,0.1700, 0.1762,0.0639, 0.0639, -0.1158
3660.7507,0.1700, 0.1767,0.1700, 0.1777,0.0639, 0.0639, 0.0639
3680.7493,0.1700, 0.1776,0.1700, 0.1788,0.0639, 0.0639, 0.1238
3700.7505,0.1700, 0.1782,0.1700, 0.1785,0.0639, 0.0639, 0.2237
3720.7488,0.1700, 0.1779,0.1700, 0.1775,0.0639, 0.0639, 0.2237
3740.7495,0.1700, 0.1769,0.1700, 0.1767,0.0439, 0.0639, 0.1838
3760.7488,0.1700, 0.1764,0.1700, 0.1767,0.0439, 0.0639, 0.3835
3780.7463,0.1700, 0.1769,0.1700, 0.1772,0.0439, -0.0959, 0.1039
3800.7483,0.1700, 0.1777,0.1700, 0.1779,-0.1957, 0.0639, 0.0240
3821.7468,0.1700, 0.1779,0.1700, 0.1780,-0.2557, 0.0639, 0.0639
3840.7434,0.1700, 0.1773,0.1700, 0.1776,0.0439, 0.0639, 0.2237
3861.7461,0.1700, 0.1763,0.1700, 0.1768,0.0439, 0.0639, 0.0240
3881.7434,0.1700, 0.1754,0.1700, 0.1761,0.0439, 0.0639, 0.1039
3901.7429,0.1700, 0.1752,0.1700, 0.1759,0.0639, 0.0639, 0.1638
3921.7405,0.1700, 0.1759,0.1700, 0.1763,0.0639, 0.0639, 0.1438
3941.7412,0.1700, 0.1765,0.1700, 0.1770,0.0639, 0.0639, 0.1638
3961.7456,0.1700, 0.1765,0.1700, 0.1774,0.0639, 0.0240, 0.2637
3983.7397,0.1700, 0.1761,0.1700, 0.1769,0.0639, -0.1558, 0.3236
4004.7358,0.1700, 0.1757,0.1700, 0.1761,-0.1957, -0.0559, 0.2836
4021.7405,0.1700, 0.1757,0.1700, 0.1755,-0.1358, 0.1638, 0.0040
4041.7378,0.1700, 0.1760,0.1700, 0.1753,-0.0160, 0.0439, 0.0639
4061.7349,0.1700, 0.1761,0.1700, 0.1752,-0.1558, 0.0639, 0.0639
4081.7341,0.1700, 0.1757,0.1700, 0.1752,0.1238, 0.0639, 0.0639
4101.7329,0.1700, 0.1750,0.1700, 0.1750,0.0439, 0.0639, 0.0639
4122.7334,0.1700, 0.1746,0.1700, 0.1747,0.0439, 0.0639, 0.0839
4142.7314,0.1700, 0.1745,0.1700, 0.1745,0.0639, 0.0639, 0.3236
4170.7290,0.1700, 0.1747,0.1700, 0.1745,0.0639, 0.0639, 0.1039
4187.7358,0.1700, 0.1748,0.1700, 0.1748,0.0639, 0.0639, 0.2037
4206.7378,0.1700, 0.1748,0.1700, 0.1750,0.0639, 0.0639, 0.0839
4227.7300,0.1700, 0.1746,0.1700, 0.1749,0.0639, 0.0639, 0.0839
4246.7314,0.1700, 0.1745,0.1700, 0.1746,0.0639, 0.0639, 0.0639
4267.7319,0.1700, 0.1745,0.1700, 0.1745,0.0439, 0.0639, 0.0639
4287.7300,0.1700, 0.1745,0.1700, 0.1746,-0.1957, 0.0639, 0.0639
4307.7290,0.1700, 0.1744,0.1700, 0.1748,-0.1758, 0.0639, 0.1638
4327.7256,0.1700, 0.1744,0.1700, 0.1749,0.1438, 0.0439, 0.1238
4347.7280,0.1700, 0.1742,0.1700, 0.1747,0.0439, 0.0639, 0.1638
4367.7251,0.1700, 0.1736,0.1700, 0.1744,0.0639, 0.1838, 0.0639
4387.7256,0.1700, 0.1730,0.1700, 0.1739,0.0639, -0.0759, 0.0639
4407.7256,0.1700, 0.1732,0.1700, 0.1737,0.0639, -0.1358, 0.0639
4427.7222,0.1700, 0.1738,0.1700, 0.1738,0.0639, 0.0439, 0.0639
4447.7231,0.1700, 0.1740,0.1700, 0.1740,0.0639, 0.0439, -0.0959
4467.7217,0.1700, 0.1740,0.1700, 0.1737,0.0639, 0.0639, 0.1039
4487.7202,0.1700, 0.1735,0.1700, 0.1732,0.0639, 0.0639, 0.2237
4507.7222,0.1700, 0.1732,0.1700, 0.1730,0.0439, 0.0639, -0.0559
4527.7202,0.1700, 0.1734,0.1700, 0.1732,0.0439, 0.0639, 0.1039
4547.7197,0.1700, 0.1738,0.1700, 0.1736,0.0040, 0.0639, 0.0639
4567.7183,0.1700, 0.1739,0.1700, 0.1739,-0.0559, 0.0639, 0.0639
4587.7173,0.1700, 0.1737,0.1700, 0.1738,-0.2357, 0.0639, 0.0439
4608.7183,0.1700, 0.1733,0.1700, 0.1735,0.0240, 0.0639, 0.0439
4628.7173,0.1700, 0.1728,0.1700, 0.1731,0.0439, 0.0639, 0.0639
4648.7163,0.1700, 0.1726,0.1700, 0.1730,0.0639, 0.0639, 0.0639
4668.7144,0.1700, 0.1726,0.1700, 0.1732,0.0639, 0.0639, 0.0839
4688.7144,0.1700, 0.1728,0.1700, 0.1735,0.0639, 0.0639, 0.0839
4708.7080,0.1700, 0.1730,0.1700, 0.1736,0.0639, 0.0639, 0.1638
4728.7129,0.1700, 0.1730,0.1700, 0.1735,0.0639, 0.0639, 0.1438
4748.7134,0.1700, 0.1729,0.1700, 0.1733,0.0639, 0.0639, 0.3036
4768.7124,0.1700, 0.1728,0.1700, 0.1732,0.0639, 0.0639, 0.0639
4788.7100,0.1700, 0.1728,0.1700, 0.1732,0.0439, 0.0639, 0.0639
4808.7090,0.1700, 0.1729,0.1700, 0.1733,0.0439, 0.0439, 0.0439
4828.7104,0.1700, 0.1730,0.1700, 0.1735,-0.0360, 0.0639, -0.2157
4848.7085,0.1700, 0.1729,0.1700, 0.1734,-0.0959, 0.0639, 0.0439
4868.7090,0.1700, 0.1729,0.1700, 0.1734,0.0240, 0.0639, 0.0639
4888.7080,0.1700, 0.1729,0.1700, 0.1733,0.1838, 0.0439, 0.0639
4908.7075,0.1700, 0.1726,0.1700, 0.1731,0.0439, -0.2157, 0.3036
4928.7075,0.1700, 0.1721,0.1700, 0.1731,0.0639, -0.1158, 0.3435
4948.7041,0.1700, 0.1719,0.1700, 0.1730,0.0639, 0.0240, 0.1238
4969.7065,0.1700, 0.1720,0.1700, 0.1727,0.0639, 0.0439, 0.3835
