TargetPitch,SensorPitch,TargetRoll,SensorRoll
-0.1700,-0.0388,0.0000,-0.0273
-0.1700,-0.0387,0.0000,-0.0274
-0.1700,-0.0391,0.0000,-0.0273
-0.1700,-0.0421,0.0000,-0.0268
-0.1700,-0.0467,0.0000,-0.0261
-0.1700,-0.0513,0.0000,-0.0263
-0.1700,-0.0552,0.0000,-0.0267
-0.1700,-0.0576,0.0000,-0.0265
-0.1700,-0.0601,0.0000,-0.0262
-0.1700,-0.0634,0.0000,-0.0262
-0.1700,-0.0669,0.0000,-0.0259
-0.1700,-0.0701,0.0000,-0.0260
-0.1700,-0.0734,0.0000,-0.0263
-0.1700,-0.0764,0.0000,-0.0264
-0.1700,-0.0793,0.0000,-0.0260
-0.1700,-0.0822,0.0000,-0.0258
-0.1700,-0.0854,0.0000,-0.0264
-0.1700,-0.0888,0.0000,-0.0265
-0.1700,-0.0921,0.0000,-0.0261
-0.1700,-0.0953,0.0000,-0.0258
-0.1700,-0.0982,0.0000,-0.0259
-0.1700,-0.1011,0.0000,-0.0263
-0.1700,-0.1038,0.0000,-0.0265
-0.1700,-0.1066,0.0000,-0.0263
-0.1700,-0.1098,0.0000,-0.0259
-0.1700,-0.1125,0.0000,-0.0259
-0.1700,-0.1150,0.0000,-0.0261
-0.1700,-0.1180,0.0000,-0.0265
-0.1700,-0.1211,0.0000,-0.0267
-0.1700,-0.1240,0.0000,-0.0264
-0.1700,-0.1268,0.0000,-0.0260
-0.1700,-0.1297,0.0000,-0.0262
-0.1700,-0.1323,0.0000,-0.0266
-0.1700,-0.1347,0.0000,-0.0266
-0.1700,-0.1372,0.0000,-0.0271
-0.1700,-0.1397,0.0000,-0.0278
-0.1700,-0.1422,0.0000,-0.0277
-0.1700,-0.1448,0.0000,-0.0266
-0.1700,-0.1483,0.0000,-0.0263
-0.1700,-0.1516,0.0000,-0.0273
-0.1700,-0.1534,0.0000,-0.0277
-0.1700,-0.1552,0.0000,-0.0277
-0.1700,-0.1574,0.0000,-0.0279
-0.1700,-0.1603,0.0000,-0.0273
-0.1700,-0.1640,0.0000,-0.0267
-0.1700,-0.1660,0.0000,-0.0272
-0.1700,-0.1669,0.0000,-0.0281
-0.1700,-0.1701,0.0000,-0.0278
-0.1700,-0.1732,0.0000,-0.0281
-0.1700,-0.1730,0.0000,-0.0286
-0.1700,-0.1749,0.0000,-0.0282
-0.1700,-0.1802,0.0000,-0.0272
-0.1700,-0.1826,0.0000,-0.0264
-0.1700,-0.1831,0.0000,-0.0271
-0.1700,-0.1850,0.0000,-0.0284
-0.1700,-0.1870,0.0000,-0.0288
-0.1700,-0.1909,0.0000,-0.0278
-0.1700,-0.1959,0.0000,-0.0266
-0.1700,-0.1974,0.0000,-0.0267
-0.1700,-0.1978,0.0000,-0.0276
-0.1700,-0.1997,0.0000,-0.0282
-0.1700,-0.2023,0.0000,-0.0283
-0.1700,-0.2061,0.0000,-0.0278
-0.1700,-0.2096,0.0000,-0.0269
-0.1700,-0.2120,0.0000,-0.0265
-0.1700,-0.2144,0.0000,-0.0268
-0.1700,-0.2164,0.0000,-0.0279
-0.1700,-0.2177,0.0000,-0.0292
-0.1700,-0.2199,0.0000,-0.0282
-0.1700,-0.2252,0.0000,-0.0257
-0.1700,-0.2284,0.0000,-0.0260
-0.1700,-0.2287,0.0000,-0.0275
-0.1700,-0.2307,0.0000,-0.0284
-0.1700,-0.2322,0.0000,-0.0299
-0.1700,-0.2349,0.0000,-0.0292
-0.1700,-0.2396,0.0000,-0.0280
-0.1700,-0.2428,0.0000,-0.0271
-0.1700,-0.2447,0.0000,-0.0276
-0.1700,-0.2461,0.0000,-0.0288
-0.1700,-0.2473,0.0000,-0.0299
-0.1700,-0.2509,0.0000,-0.0284
-0.1700,-0.2553,0.0000,-0.0268
-0.1700,-0.2565,0.0000,-0.0276
-0.1700,-0.2579,0.0000,-0.0288
-0.1700,-0.2603,0.0000,-0.0297
-0.1700,-0.2628,0.0000,-0.0299
-0.1700,-0.2656,0.0000,-0.0295
-0.1700,-0.2684,0.0000,-0.0293
-0.1700,-0.2715,0.0000,-0.0297
-0.1700,-0.2735,0.0000,-0.0298
-0.1700,-0.2757,0.0000,-0.0292
-0.1700,-0.2775,0.0000,-0.0292
-0.1700,-0.2802,0.0000,-0.0296
-0.1700,-0.2832,0.0000,-0.0288
-0.1700,-0.2845,0.0000,-0.0277
-0.1700,-0.2874,0.0000,-0.0278
-0.1700,-0.2907,0.0000,-0.0288
-0.1700,-0.2930,0.0000,-0.0295
-0.1700,-0.2942,0.0000,-0.0303
-0.1700,-0.2974,0.0000,-0.0294
0.1700,-0.3025,0.0000,-0.0281
0.1700,-0.3054,0.0000,-0.0288
0.1700,-0.3060,0.0000,-0.0291
0.1700,-0.3056,0.0000,-0.0287
0.1700,-0.3059,0.0000,-0.0289
0.1700,-0.3020,0.0000,-0.0287
0.1700,-0.2938,0.0000,-0.0291
0.1700,-0.2866,0.0000,-0.0299
0.1700,-0.2833,0.0000,-0.0299
0.1700,-0.2823,0.0000,-0.0293
0.1700,-0.2804,0.0000,-0.0292
0.1700,-0.2770,0.0000,-0.0297
0.1700,-0.2728,0.0000,-0.0302
0.1700,-0.2700,0.0000,-0.0300
0.1700,-0.2691,0.0000,-0.0293
0.1700,-0.2662,0.0000,-0.0291
0.1700,-0.2626,0.0000,-0.0296
0.1700,-0.2596,0.0000,-0.0298
0.1700,-0.2566,0.0000,-0.0294
0.1700,-0.2542,0.0000,-0.0294
0.1700,-0.2519,0.0000,-0.0296
0.1700,-0.2497,0.0000,-0.0299
0.1700,-0.2469,0.0000,-0.0294
0.1700,-0.2440,0.0000,-0.0288
0.1700,-0.2406,0.0000,-0.0291
0.1700,-0.2375,0.0000,-0.0299
0.1700,-0.2353,0.0000,-0.0298
0.1700,-0.2330,0.0000,-0.0293
0.1700,-0.2302,0.0000,-0.0293
0.1700,-0.2269,0.0000,-0.0292
0.1700,-0.2239,0.0000,-0.0299
0.1700,-0.2221,0.0000,-0.0302
0.1700,-0.2206,0.0000,-0.0297
0.1700,-0.2174,0.0000,-0.0287
0.1700,-0.2136,0.0000,-0.0286
0.1700,-0.2110,0.0000,-0.0292
0.1700,-0.2088,0.0000,-0.0294
0.1700,-0.2054,0.0000,-0.0296
0.1700,-0.2030,0.0000,-0.0297
0.1700,-0.2009,0.0000,-0.0291
0.1700,-0.1982,0.0000,-0.0289
0.1700,-0.1956,0.0000,-0.0285
0.1700,-0.1929,0.0000,-0.0289
0.1700,-0.1902,0.0000,-0.0291
0.1700,-0.1874,0.0000,-0.0288
0.1700,-0.1841,0.0000,-0.0287
0.1700,-0.1817,0.0000,-0.0286
0.1700,-0.1802,0.0000,-0.0288
0.1700,-0.1769,0.0000,-0.0287
0.1700,-0.1730,0.0000,-0.0285
0.1700,-0.1714,0.0000,-0.0283
0.1700,-0.1696,0.0000,-0.0284
0.1700,-0.1665,0.0000,-0.0283
0.1700,-0.1638,0.0000,-0.0284
0.1700,-0.1610,0.0000,-0.0289
0.1700,-0.1578,0.0000,-0.0287
0.1700,-0.1547,0.0000,-0.0285
0.1700,-0.1523,0.0000,-0.0287
0.1700,-0.1504,0.0000,-0.0286
0.1700,-0.1482,0.0000,-0.0286
0.1700,-0.1454,0.0000,-0.0285
0.1700,-0.1422,0.0000,-0.0280
0.1700,-0.1391,0.0000,-0.0286
0.1700,-0.1365,0.0000,-0.0289
0.1700,-0.1343,0.0000,-0.0285
0.1700,-0.1314,0.0000,-0.0284
0.1700,-0.1282,0.0000,-0.0282
0.1700,-0.1252,0.0000,-0.0280
0.1700,-0.1225,0.0000,-0.0281
0.1700,-0.1197,0.0000,-0.0282
0.1700,-0.1164,0.0000,-0.0279
0.1700,-0.1134,0.0000,-0.0281
0.1700,-0.1114,0.0000,-0.0281
0.1700,-0.1094,0.0000,-0.0276
0.1700,-0.1060,0.0000,-0.0278
0.1700,-0.1022,0.0000,-0.0280
0.1700,-0.1006,0.0000,-0.0281
0.1700,-0.0989,0.0000,-0.0277
0.1700,-0.0951,0.0000,-0.0283
0.1700,-0.0934,0.0000,-0.0277
0.1700,-0.0940,0.0000,-0.0264
0.1700,-0.0908,0.0000,-0.0270
0.1700,-0.0874,0.0000,-0.0269
0.1700,-0.0860,0.0000,-0.0261
0.1700,-0.0832,0.0000,-0.0251
0.1700,-0.0811,0.0000,-0.0255
0.1700,-0.0788,0.0000,-0.0250
0.1700,-0.0761,0.0000,-0.0241
0.1700,-0.0736,0.0000,-0.0246
0.1700,-0.0704,0.0000,-0.0246
0.1700,-0.0675,0.0000,-0.0243
0.1700,-0.0644,0.0000,-0.0235
0.1700,-0.0619,0.0000,-0.0235
0.1700,-0.0595,0.0000,-0.0242
0.1700,-0.0565,0.0000,-0.0244
0.1700,-0.0534,0.0000,-0.0238
0.1700,-0.0502,0.0000,-0.0232
0.1700,-0.0471,0.0000,-0.0230
0.1700,-0.0443,0.0000,-0.0223
0.1700,-0.0417,0.0000,-0.0225
-0.1700,-0.0389,0.0000,-0.0231
-0.1700,-0.0365,0.0000,-0.0225
-0.1700,-0.0356,0.0000,-0.0210
-0.1700,-0.0371,0.0000,-0.0200
-0.1700,-0.0417,0.0000,-0.0198
-0.1700,-0.0472,0.0000,-0.0209
-0.1700,-0.0518,0.0000,-0.0217
-0.1700,-0.0551,0.0000,-0.0218
-0.1700,-0.0577,0.0000,-0.0221
-0.1700,-0.0609,0.0000,-0.0220
-0.1700,-0.0639,0.0000,-0.0223
-0.1700,-0.0675,0.0000,-0.0227
-0.1700,-0.0706,0.0000,-0.0233
-0.1700,-0.0731,0.0000,-0.0238
-0.1700,-0.0751,0.0000,-0.0242
-0.1700,-0.0766,0.0000,-0.0249
-0.1700,-0.0791,0.0000,-0.0254
-0.1700,-0.0816,0.0000,-0.0256
-0.1700,-0.0840,0.0000,-0.0257
-0.1700,-0.0869,0.0000,-0.0260
-0.1700,-0.0897,0.0000,-0.0261
-0.1700,-0.0925,0.0000,-0.0262
-0.1700,-0.0954,0.0000,-0.0264
-0.1700,-0.0977,0.0000,-0.0261
-0.1700,-0.0998,0.0000,-0.0264
-0.1700,-0.1027,0.0000,-0.0267
-0.1700,-0.1061,0.0000,-0.0267
-0.1700,-0.1093,0.0000,-0.0272
-0.1700,-0.1119,0.0000,-0.0273
-0.1700,-0.1148,0.0000,-0.0271
-0.1700,-0.1181,0.0000,-0.0268
-0.1700,-0.1207,0.0000,-0.0266
-0.1700,-0.1228,0.0000,-0.0270
-0.1700,-0.1252,0.0000,-0.0271
-0.1700,-0.1286,0.0000,-0.0270
-0.1700,-0.1323,0.0000,-0.0271
-0.1700,-0.1353,0.0000,-0.0273
-0.1700,-0.1377,0.0000,-0.0270
-0.1700,-0.1408,0.0000,-0.0276
-0.1700,-0.1447,0.0000,-0.0281
-0.1700,-0.1478,0.0000,-0.0276
-0.1700,-0.1499,0.0000,-0.0276
-0.1700,-0.1524,0.0000,-0.0281
-0.1700,-0.1552,0.0000,-0.0286
-0.1700,-0.1576,0.0000,-0.0283
-0.1700,-0.1600,0.0000,-0.0281
-0.1700,-0.1628,0.0000,-0.0281
-0.1700,-0.1660,0.0000,-0.0280
-0.1700,-0.1684,0.0000,-0.0284
-0.1700,-0.1700,0.0000,-0.0288
-0.1700,-0.1735,0.0000,-0.0286
-0.1700,-0.1776,0.0000,-0.0283
-0.1700,-0.1801,0.0000,-0.0277
-0.1700,-0.1824,0.0000,-0.0275
-0.1700,-0.1847,0.0000,-0.0281
-0.1700,-0.1874,0.0000,-0.0286
-0.1700,-0.1901,0.0000,-0.0290
-0.1700,-0.1922,0.0000,-0.0288
-0.1700,-0.1940,0.0000,-0.0286
-0.1700,-0.1969,0.0000,-0.0285
-0.1700,-0.2002,0.0000,-0.0287
-0.1700,-0.2021,0.0000,-0.0291
-0.1700,-0.2054,0.0000,-0.0288
-0.1700,-0.2095,0.0000,-0.0286
-0.1700,-0.2123,0.0000,-0.0280
-0.1700,-0.2142,0.0000,-0.0277
-0.1700,-0.2167,0.0000,-0.0284
-0.1700,-0.2192,0.0000,-0.0288
-0.1700,-0.2210,0.0000,-0.0289
-0.1700,-0.2235,0.0000,-0.0278
-0.1700,-0.2267,0.0000,-0.0268
-0.1700,-0.2287,0.0000,-0.0276
-0.1700,-0.2292,0.0000,-0.0287
-0.1700,-0.2307,0.0000,-0.0295
-0.1700,-0.2338,0.0000,-0.0287
-0.1700,-0.2382,0.0000,-0.0277
-0.1700,-0.2429,0.0000,-0.0272
-0.1700,-0.2463,0.0000,-0.0265
-0.1700,-0.2473,0.0000,-0.0270
-0.1700,-0.2481,0.0000,-0.0280
-0.1700,-0.2499,0.0000,-0.0294
-0.1700,-0.2517,0.0000,-0.0297
-0.1700,-0.2549,0.0000,-0.0276
-0.1700,-0.2580,0.0000,-0.0272
-0.1700,-0.2603,0.0000,-0.0283
-0.1700,-0.2632,0.0000,-0.0288
-0.1700,-0.2656,0.0000,-0.0289
-0.1700,-0.2685,0.0000,-0.0284
-0.1700,-0.2716,0.0000,-0.0286
-0.1700,-0.2727,0.0000,-0.0292
-0.1700,-0.2750,0.0000,-0.0285
-0.1700,-0.2777,0.0000,-0.0286
-0.1700,-0.2795,0.0000,-0.0289
-0.1700,-0.2825,0.0000,-0.0286
-0.1700,-0.2852,0.0000,-0.0282
-0.1700,-0.2878,0.0000,-0.0277
-0.1700,-0.2888,0.0000,-0.0285
-0.1700,-0.2912,0.0000,-0.0289
-0.1700,-0.2961,0.0000,-0.0280
-0.1700,-0.2990,0.0000,-0.0274
0.1700,-0.3008,0.0000,-0.0281
0.1700,-0.3022,0.0000,-0.0294
0.1700,-0.3024,0.0000,-0.0296
0.1700,-0.3021,0.0000,-0.0296
0.1700,-0.3022,0.0000,-0.0297
0.1700,-0.3007,0.0000,-0.0286
0.1700,-0.2973,0.0000,-0.0264
0.1700,-0.2920,0.0000,-0.0254
0.1700,-0.2855,0.0000,-0.0271
0.1700,-0.2810,0.0000,-0.0288
0.1700,-0.2784,0.0000,-0.0294
0.1700,-0.2761,0.0000,-0.0293
0.1700,-0.2738,0.0000,-0.0290
0.1700,-0.2715,0.0000,-0.0291
0.1700,-0.2679,0.0000,-0.0291
0.1700,-0.2641,0.0000,-0.0290
0.1700,-0.2623,0.0000,-0.0291
0.1700,-0.2598,0.0000,-0.0291
0.1700,-0.2567,0.0000,-0.0291
0.1700,-0.2535,0.0000,-0.0293
0.1700,-0.2515,0.0000,-0.0296
0.1700,-0.2495,0.0000,-0.0295
0.1700,-0.2457,0.0000,-0.0289
0.1700,-0.2431,0.0000,-0.0286
0.1700,-0.2408,0.0000,-0.0287
0.1700,-0.2376,0.0000,-0.0289
0.1700,-0.2348,0.0000,-0.0285
0.1700,-0.2321,0.0000,-0.0288
0.1700,-0.2297,0.0000,-0.0289
0.1700,-0.2272,0.0000,-0.0285
0.1700,-0.2241,0.0000,-0.0284
0.1700,-0.2224,0.0000,-0.0290
0.1700,-0.2202,0.0000,-0.0288
0.1700,-0.2166,0.0000,-0.0289
0.1700,-0.2134,0.0000,-0.0286
0.1700,-0.2105,0.0000,-0.0287
0.1700,-0.2087,0.0000,-0.0297
0.1700,-0.2063,0.0000,-0.0298
0.1700,-0.2024,0.0000,-0.0298
0.1700,-0.2007,0.0000,-0.0292
0.1700,-0.1990,0.0000,-0.0288
0.1700,-0.1949,0.0000,-0.0290
0.1700,-0.1923,0.0000,-0.0292
0.1700,-0.1899,0.0000,-0.0286
0.1700,-0.1867,0.0000,-0.0283
0.1700,-0.1842,0.0000,-0.0287
0.1700,-0.1815,0.0000,-0.0287
0.1700,-0.1789,0.0000,-0.0289
0.1700,-0.1770,0.0000,-0.0291
0.1700,-0.1740,0.0000,-0.0291
0.1700,-0.1709,0.0000,-0.0291
0.1700,-0.1687,0.0000,-0.0285
0.1700,-0.1654,0.0000,-0.0284
0.1700,-0.1625,0.0000,-0.0284
0.1700,-0.1611,0.0000,-0.0287
0.1700,-0.1586,0.0000,-0.0291
0.1700,-0.1544,0.0000,-0.0286
0.1700,-0.1508,0.0000,-0.0283
0.1700,-0.1485,0.0000,-0.0291
0.1700,-0.1470,0.0000,-0.0293
0.1700,-0.1454,0.0000,-0.0286
0.1700,-0.1422,0.0000,-0.0288
0.1700,-0.1381,0.0000,-0.0289
0.1700,-0.1348,0.0000,-0.0289
0.1700,-0.1323,0.0000,-0.0287
0.1700,-0.1302,0.0000,-0.0283
0.1700,-0.1280,0.0000,-0.0286
0.1700,-0.1249,0.0000,-0.0286
0.1700,-0.1215,0.0000,-0.0280
0.1700,-0.1182,0.0000,-0.0284
0.1700,-0.1152,0.0000,-0.0290
0.1700,-0.1130,0.0000,-0.0291
0.1700,-0.1108,0.0000,-0.0288
0.1700,-0.1078,0.0000,-0.0276
0.1700,-0.1046,0.0000,-0.0274
0.1700,-0.1023,0.0000,-0.0275
0.1700,-0.1005,0.0000,-0.0280
0.1700,-0.0971,0.0000,-0.0281
0.1700,-0.0947,0.0000,-0.0272
0.1700,-0.0950,0.0000,-0.0257
0.1700,-0.0927,0.0000,-0.0253
0.1700,-0.0899,0.0000,-0.0263
0.1700,-0.0888,0.0000,-0.0268
0.1700,-0.0866,0.0000,-0.0260
0.1700,-0.0848,0.0000,-0.0251
0.1700,-0.0819,0.0000,-0.0248
0.1700,-0.0784,0.0000,-0.0243
0.1700,-0.0758,0.0000,-0.0242
0.1700,-0.0729,0.0000,-0.0247
0.1700,-0.0700,0.0000,-0.0247
0.1700,-0.0674,0.0000,-0.0247
0.1700,-0.0644,0.0000,-0.0238
0.1700,-0.0613,0.0000,-0.0228
0.1700,-0.0586,0.0000,-0.0237
0.1700,-0.0557,0.0000,-0.0239
0.1700,-0.0530,0.0000,-0.0235
0.1700,-0.0502,0.0000,-0.0236
0.1700,-0.0469,0.0000,-0.0232
0.1700,-0.0440,0.0000,-0.0237
0.1700,-0.0409,0.0000,-0.0236
-0.1700,-0.0380,0.0000,-0.0232
-0.1700,-0.0355,0.0000,-0.0234
-0.1700,-0.0345,0.0000,-0.0229
-0.1700,-0.0362,0.0000,-0.0224
-0.1700,-0.0409,0.0000,-0.0217
-0.1700,-0.0469,0.0000,-0.0222
-0.1700,-0.0516,0.0000,-0.0230
-0.1700,-0.0539,0.0000,-0.0235
-0.1700,-0.0558,0.0000,-0.0237
-0.1700,-0.0593,0.0000,-0.0228
-0.1700,-0.0628,0.0000,-0.0236
-0.1700,-0.0668,0.0000,-0.0249
-0.1700,-0.0704,0.0000,-0.0250
-0.1700,-0.0729,0.0000,-0.0248
-0.1700,-0.0750,0.0000,-0.0249
-0.1700,-0.0772,0.0000,-0.0260
-0.1700,-0.0787,0.0000,-0.0273
-0.1700,-0.0808,0.0000,-0.0272
-0.1700,-0.0843,0.0000,-0.0275
-0.1700,-0.0871,0.0000,-0.0277
-0.1700,-0.0897,0.0000,-0.0276
-0.1700,-0.0921,0.0000,-0.0282
-0.1700,-0.0944,0.0000,-0.0282
-0.1700,-0.0978,0.0000,-0.0280
-0.1700,-0.1008,0.0000,-0.0280
-0.1700,-0.1027,0.0000,-0.0282
-0.1700,-0.1055,0.0000,-0.0283
-0.1700,-0.1090,0.0000,-0.0283
-0.1700,-0.1119,0.0000,-0.0286
-0.1700,-0.1144,0.0000,-0.0282
-0.1700,-0.1172,0.0000,-0.0279
-0.1700,-0.1203,0.0000,-0.0278
-0.1700,-0.1239,0.0000,-0.0281
-0.1700,-0.1273,0.0000,-0.0282
-0.1700,-0.1295,0.0000,-0.0284
-0.1700,-0.1315,0.0000,-0.0287
-0.1700,-0.1345,0.0000,-0.0288
-0.1700,-0.1380,0.0000,-0.0282
-0.1700,-0.1419,0.0000,-0.0281
-0.1700,-0.1456,0.0000,-0.0286
-0.1700,-0.1476,0.0000,-0.0286
-0.1700,-0.1492,0.0000,-0.0285
-0.1700,-0.1534,0.0000,-0.0280
-0.1700,-0.1569,0.0000,-0.0277
-0.1700,-0.1581,0.0000,-0.0272
-0.1700,-0.1604,0.0000,-0.0276
-0.1700,-0.1636,0.0000,-0.0278
-0.1700,-0.1666,0.0000,-0.0278
-0.1700,-0.1693,0.0000,-0.0275
-0.1700,-0.1712,0.0000,-0.0272
-0.1700,-0.1733,0.0000,-0.0277
-0.1700,-0.1770,0.0000,-0.0277
-0.1700,-0.1802,0.0000,-0.0278
-0.1700,-0.1825,0.0000,-0.0277
-0.1700,-0.1850,0.0000,-0.0277
-0.1700,-0.1870,0.0000,-0.0276
-0.1700,-0.1897,0.0000,-0.0277
-0.1700,-0.1927,0.0000,-0.0277
-0.1700,-0.1951,0.0000,-0.0279
-0.1700,-0.1980,0.0000,-0.0273
-0.1700,-0.2008,0.0000,-0.0269
-0.1700,-0.2027,0.0000,-0.0280
-0.1700,-0.2051,0.0000,-0.0282
-0.1700,-0.2087,0.0000,-0.0280
-0.1700,-0.2119,0.0000,-0.0272
-0.1700,-0.2144,0.0000,-0.0271
-0.1700,-0.2168,0.0000,-0.0280
-0.1700,-0.2187,0.0000,-0.0283
-0.1700,-0.2211,0.0000,-0.0281
-0.1700,-0.2240,0.0000,-0.0272
-0.1700,-0.2268,0.0000,-0.0266
-0.1700,-0.2286,0.0000,-0.0269
-0.1700,-0.2307,0.0000,-0.0271
-0.1700,-0.2343,0.0000,-0.0281
-0.1700,-0.2368,0.0000,-0.0287
-0.1700,-0.2400,0.0000,-0.0278
-0.1700,-0.2433,0.0000,-0.0266
-0.1700,-0.2466,0.0000,-0.0256
-0.1700,-0.2497,0.0000,-0.0263
-0.1700,-0.2502,0.0000,-0.0272
-0.1700,-0.2516,0.0000,-0.0281
-0.1700,-0.2536,0.0000,-0.0285
-0.1700,-0.2564,0.0000,-0.0270
-0.1700,-0.2599,0.0000,-0.0266
-0.1700,-0.2622,0.0000,-0.0280
-0.1700,-0.2642,0.0000,-0.0293
-0.1700,-0.2661,0.0000,-0.0288
-0.1700,-0.2690,0.0000,-0.0278
-0.1700,-0.2726,0.0000,-0.0281
-0.1700,-0.2749,0.0000,-0.0291
-0.1700,-0.2765,0.0000,-0.0291
-0.1700,-0.2781,0.0000,-0.0286
-0.1700,-0.2808,0.0000,-0.0284
-0.1700,-0.2839,0.0000,-0.0286
-0.1700,-0.2848,0.0000,-0.0293
-0.1700,-0.2875,0.0000,-0.0280
-0.1700,-0.2910,0.0000,-0.0265
-0.1700,-0.2933,0.0000,-0.0280
-0.1700,-0.2951,0.0000,-0.0295
-0.1700,-0.2978,0.0000,-0.0293
0.1700,-0.3036,0.0000,-0.0279
0.1700,-0.3067,0.0000,-0.0271
0.1700,-0.3060,0.0000,-0.0271
0.1700,-0.3060,0.0000,-0.0272
0.1700,-0.3058,0.0000,-0.0275
0.1700,-0.3014,0.0000,-0.0284
0.1700,-0.2940,0.0000,-0.0294
0.1700,-0.2876,0.0000,-0.0294
0.1700,-0.2836,0.0000,-0.0290
0.1700,-0.2821,0.0000,-0.0288
0.1700,-0.2807,0.0000,-0.0292
0.1700,-0.2775,0.0000,-0.0293
0.1700,-0.2734,0.0000,-0.0294
0.1700,-0.2706,0.0000,-0.0297
0.1700,-0.2682,0.0000,-0.0297
0.1700,-0.2656,0.0000,-0.0295
0.1700,-0.2637,0.0000,-0.0293
0.1700,-0.2605,0.0000,-0.0293
0.1700,-0.2565,0.0000,-0.0297
0.1700,-0.2542,0.0000,-0.0299
0.1700,-0.2525,0.0000,-0.0297
0.1700,-0.2498,0.0000,-0.0296
0.1700,-0.2463,0.0000,-0.0288
0.1700,-0.2428,0.0000,-0.0285
0.1700,-0.2407,0.0000,-0.0284
0.1700,-0.2390,0.0000,-0.0287
0.1700,-0.2360,0.0000,-0.0292
0.1700,-0.2330,0.0000,-0.0295
0.1700,-0.2303,0.0000,-0.0293
0.1700,-0.2266,0.0000,-0.0291
0.1700,-0.2235,0.0000,-0.0293
0.1700,-0.2218,0.0000,-0.0294
0.1700,-0.2191,0.0000,-0.0293
0.1700,-0.2165,0.0000,-0.0290
0.1700,-0.2139,0.0000,-0.0291
0.1700,-0.2109,0.0000,-0.0294
0.1700,-0.2081,0.0000,-0.0295
0.1700,-0.2040,0.0000,-0.0295
0.1700,-0.2009,0.0000,-0.0300
0.1700,-0.2001,0.0000,-0.0300
0.1700,-0.1974,0.0000,-0.0295
0.1700,-0.1941,0.0000,-0.0289
0.1700,-0.1923,0.0000,-0.0290
0.1700,-0.1898,0.0000,-0.0292
0.1700,-0.1876,0.0000,-0.0295
0.1700,-0.1842,0.0000,-0.0291
0.1700,-0.1798,0.0000,-0.0288
0.1700,-0.1785,0.0000,-0.0288
0.1700,-0.1771,0.0000,-0.0289
0.1700,-0.1731,0.0000,-0.0294
0.1700,-0.1708,0.0000,-0.0295
0.1700,-0.1685,0.0000,-0.0293
0.1700,-0.1651,0.0000,-0.0288
0.1700,-0.1625,0.0000,-0.0287
0.1700,-0.1601,0.0000,-0.0288
0.1700,-0.1576,0.0000,-0.0292
0.1700,-0.1547,0.0000,-0.0294
0.1700,-0.1514,0.0000,-0.0288
0.1700,-0.1484,0.0000,-0.0283
0.1700,-0.1460,0.0000,-0.0281
0.1700,-0.1433,0.0000,-0.0279
0.1700,-0.1398,0.0000,-0.0275
0.1700,-0.1362,0.0000,-0.0279
0.1700,-0.1335,0.0000,-0.0283
0.1700,-0.1312,0.0000,-0.0279
0.1700,-0.1285,0.0000,-0.0283
0.1700,-0.1251,0.0000,-0.0287
0.1700,-0.1223,0.0000,-0.0285
0.1700,-0.1201,0.0000,-0.0279
0.1700,-0.1175,0.0000,-0.0280
0.1700,-0.1138,0.0000,-0.0287
0.1700,-0.1111,0.0000,-0.0290
0.1700,-0.1099,0.0000,-0.0284
0.1700,-0.1070,0.0000,-0.0279
0.1700,-0.1034,0.0000,-0.0280
0.1700,-0.1016,0.0000,-0.0280
0.1700,-0.0990,0.0000,-0.0285
0.1700,-0.0962,0.0000,-0.0282
0.1700,-0.0955,0.0000,-0.0269
0.1700,-0.0937,0.0000,-0.0257
0.1700,-0.0905,0.0000,-0.0259
0.1700,-0.0887,0.0000,-0.0267
0.1700,-0.0875,0.0000,-0.0265
0.1700,-0.0856,0.0000,-0.0254
0.1700,-0.0834,0.0000,-0.0244
0.1700,-0.0807,0.0000,-0.0243
0.1700,-0.0782,0.0000,-0.0240
0.1700,-0.0761,0.0000,-0.0231
0.1700,-0.0731,0.0000,-0.0233
0.1700,-0.0699,0.0000,-0.0238
0.1700,-0.0672,0.0000,-0.0233
0.1700,-0.0649,0.0000,-0.0227
0.1700,-0.0622,0.0000,-0.0223
0.1700,-0.0586,0.0000,-0.0226
0.1700,-0.0555,0.0000,-0.0234
0.1700,-0.0528,0.0000,-0.0225
0.1700,-0.0500,0.0000,-0.0218
0.1700,-0.0475,0.0000,-0.0224
0.1700,-0.0447,0.0000,-0.0222
0.1700,-0.0408,0.0000,-0.0217
